EMP_NUM,SAL_FROM,SAL_END,SAL_AMOUNT
83647,2/21/2006,2/19/2007,44010
83647,2/20/2005,2/20/2006,42730
83647,2/20/2004,2/19/2005,41490
83647,2/21/2003,2/20/2004,40280
83647,2/22/2002,2/20/2003,39110
83647,2/21/2001,2/21/2002,37250
83647,2/21/2000,2/20/2001,36170
83647,2/22/1999,2/21/2000,35120
83647,2/23/1998,2/21/1999,34100
83647,2/22/1997,2/22/1998,32480
83647,2/22/1996,2/21/1997,31530
83647,2/23/1995,2/22/1996,30610
83647,2/24/1994,2/22/1995,29150
83647,2/23/1993,2/23/1994,28300
83647,2/23/1992,2/22/1993,27480
83647,2/24/1991,2/23/1992,26170
83647,2/25/1990,2/23/1991,24920
83647,2/24/1989,2/24/1990,24190
83647,2/24/1988,2/23/1989,22400
83647,2/25/1987,2/24/1988,21330
83647,2/26/1986,2/24/1987,20310
83649,11/14/2013, NULL ,123000
83649,11/13/2012,11/13/2013,119420
83649,11/13/2011,11/12/2012,113730
83649,11/14/2010,11/13/2011,110420
83649,11/15/2009,11/13/2010,105160
83649,11/14/2008,11/14/2009,100150
83649,11/14/2007,11/13/2008,95380
83649,11/15/2006,11/14/2007,90840
83649,11/16/2005,11/14/2006,88190
83649,11/15/2004,11/15/2005,83990
83649,11/15/2003,11/14/2004,79990
83649,11/16/2002,11/15/2003,74060
83649,11/17/2001,11/15/2002,71900
83649,11/16/2000,11/16/2001,68480
83649,11/16/1999,11/15/2000,65220
83649,11/17/1998,11/16/1999,63320
83649,11/18/1997,11/16/1998,61480
83649,11/17/1996,11/17/1997,55890
83649,11/17/1995,11/16/1996,53230
83649,11/18/1994,11/17/1995,51680
83650,12/29/2012,12/29/2013,47570
83650,12/29/2011,12/28/2012,45300
83650,12/30/2010,12/29/2011,41940
83650,12/31/2009,12/29/2010,40720
83650,12/30/2008,12/30/2009,38780
83650,12/30/2007,12/29/2008,35910
83650,12/31/2006,12/30/2007,34860
83650,1/1/2006,12/30/2006,33840
83650,12/31/2004,12/31/2005,31330
83650,12/31/2003,12/30/2004,29840
83650,1/1/2003,12/31/2003,28970
83650,1/2/2002,12/31/2002,28130
83650,1/1/2001,1/1/2002,26050
83650,1/1/2000,12/31/2000,24810
83650,1/2/1999,1/1/2000,24090
83650,12/30/2013, NULL ,49000
83652,9/8/2013, NULL ,63900
83652,9/7/2012,9/7/2013,62040
83652,9/7/2011,9/6/2012,60230
83652,9/8/2010,9/7/2011,57360
83652,9/9/2009,9/7/2010,54630
83652,9/8/2008,9/8/2009,49660
83652,9/8/2007,9/7/2008,48210
83652,9/9/2006,9/8/2007,45910
83652,9/10/2005,9/8/2006,42510
83652,9/9/2004,9/9/2005,40490
83652,9/9/2003,9/8/2004,39310
83652,9/10/2002,9/9/2003,37440
83652,9/11/2001,9/9/2002,36350
83652,9/10/2000,9/10/2001,33050
83652,9/10/1999,9/9/2000,32090
83652,9/11/1998,9/10/1999,31160
83652,9/12/1997,9/10/1998,30250
83652,9/11/1996,9/11/1997,28810
83652,9/11/1995,9/10/1996,27440
83652,9/12/1994,9/11/1995,26130
83652,9/13/1993,9/11/1994,24190
83652,9/12/1992,9/12/1993,23490
83652,9/12/1991,9/11/1992,22810
83652,9/13/1990,9/12/1991,21720
83652,9/14/1989,9/12/1990,20690
83653,4/2/2012,4/2/2013,60120
83653,4/2/2011,4/1/2012,57260
83653,4/3/2010,4/2/2011,55590
83653,4/4/2009,4/2/2010,52940
83653,4/3/2008,4/3/2009,51400
83653,4/3/2007,4/2/2008,48950
83653,4/4/2006,4/3/2007,47520
83653,4/5/2005,4/3/2006,45260
83653,4/4/2004,4/4/2005,43940
83653,4/4/2003,4/3/2004,42660
83653,4/3/2013, NULL ,61920
83656,11/10/2012,11/10/2013,91840
83656,11/10/2011,11/9/2012,89170
83656,11/11/2010,11/10/2011,86570
83656,11/12/2009,11/10/2010,84050
83656,11/11/2008,11/11/2009,81600
83656,11/11/2007,11/10/2008,77710
83656,11/12/2006,11/11/2007,75450
83656,11/13/2005,11/11/2006,73250
83656,11/12/2004,11/12/2005,71120
83656,11/12/2003,11/11/2004,67730
83656,11/13/2002,11/12/2003,65760
83656,11/14/2001,11/12/2002,62630
83656,11/13/2000,11/13/2001,60810
83656,11/13/1999,11/12/2000,57910
83656,11/14/1998,11/13/1999,56220
83656,11/15/1997,11/13/1998,52060
83656,11/14/1996,11/14/1997,50540
83656,11/14/1995,11/13/1996,49070
83656,11/15/1994,11/14/1995,44610
83656,11/16/1993,11/14/1994,42490
83656,11/15/1992,11/15/1993,41250
83656,11/15/1991,11/14/1992,38190
83656,11/16/1990,11/15/1991,37080
83656,11/17/1989,11/15/1990,36000
83656,11/16/1988,11/16/1989,34290
83656,11/16/1987,11/15/1988,31170
83656,11/17/1986,11/16/1987,30260
83656,11/18/1985,11/16/1986,28020
83656,11/17/1984,11/17/1985,26690
83656,11/17/1983,11/16/1984,24710
83656,11/18/1982,11/17/1983,23990
83656,11/19/1981,11/17/1982,22850
83656,11/18/1980,11/18/1981,21760
83656,11/18/1979,11/17/1980,21130
83656,11/11/2013, NULL ,94600
83658,10/4/2013, NULL ,30000
83658,10/3/2012,10/3/2013,29130
83658,10/3/2011,10/2/2012,28280
83658,10/4/2010,10/3/2011,27460
83658,10/5/2009,10/3/2010,26660
83658,10/4/2008,10/4/2009,25390
83658,10/4/2007,10/3/2008,24650
83658,10/5/2006,10/4/2007,22410
83658,10/6/2005,10/4/2006,21340
83658,10/5/2004,10/5/2005,19400
83658,10/5/2003,10/4/2004,18830
83658,10/6/2002,10/5/2003,18280
83658,10/7/2001,10/5/2002,17410
83658,10/6/2000,10/6/2001,16900
83658,10/6/1999,10/5/2000,16100
83658,10/7/1998,10/6/1999,15330
83661,3/5/2013, NULL ,50700
83661,3/4/2012,3/4/2013,48290
83661,3/4/2011,3/3/2012,46880
83661,3/5/2010,3/4/2011,42620
83661,3/6/2009,3/4/2010,40590
83661,3/5/2008,3/5/2009,37580
83661,3/5/2007,3/4/2008,36490
83661,3/6/2006,3/5/2007,34750
83661,3/7/2005,3/5/2006,33100
83661,3/6/2004,3/6/2005,31520
83661,3/6/2003,3/5/2004,30600
83661,3/7/2002,3/6/2003,28330
83661,3/8/2001,3/6/2002,27500
83661,3/7/2000,3/7/2001,26700
83661,3/7/1999,3/6/2000,25430
83661,3/8/1998,3/7/1999,24690
83661,3/9/1997,3/7/1998,23510
83661,3/8/1996,3/8/1997,22390
83661,3/8/1995,3/7/1996,20350
83661,3/9/1994,3/8/1995,19760
83661,3/10/1993,3/8/1994,19180
83661,3/9/1992,3/9/1993,18270
83661,3/9/1991,3/8/1992,16610
83661,3/10/1990,3/9/1991,15100
83664,12/25/2012,12/25/2013,41610
83664,12/25/2011,12/24/2012,40400
83664,12/26/2010,12/25/2011,39220
83664,12/27/2009,12/25/2010,38080
83664,12/26/2008,12/26/2009,36970
83664,12/26/2007,12/25/2008,35210
83664,12/27/2006,12/26/2007,33530
83664,12/28/2005,12/26/2006,32550
83664,12/27/2004,12/27/2005,31600
83664,12/27/2003,12/26/2004,30680
83664,12/28/2002,12/27/2003,29790
83664,12/29/2001,12/27/2002,28920
83664,12/28/2000,12/28/2001,28080
83664,12/28/1999,12/27/2000,27260
83664,12/29/1998,12/28/1999,26470
83664,12/30/1997,12/28/1998,25700
83664,12/29/1996,12/29/1997,24950
83664,12/29/1995,12/28/1996,24220
83664,12/26/2013, NULL ,44940
83669,1/28/2014, NULL ,32200
83669,1/27/2013,1/27/2014,31260
83669,1/27/2012,1/26/2013,30350
83669,1/28/2011,1/27/2012,29470
83669,1/29/2010,1/27/2011,27290
83669,1/28/2009,1/28/2010,25990
83669,1/28/2008,1/27/2009,25230
83669,1/29/2007,1/28/2008,23360
83669,1/30/2006,1/28/2007,22250
83669,1/29/2005,1/29/2006,21600
83669,1/29/2004,1/28/2005,20570
83669,1/30/2003,1/29/2004,19970
83669,1/31/2002,1/29/2003,19390
83669,1/30/2001,1/30/2002,18830
83669,1/30/2000,1/29/2001,17930
83669,1/31/1999,1/30/2000,17410
83669,2/1/1998,1/30/1999,15830
83669,1/31/1997,1/31/1998,15370
83669,1/31/1996,1/30/1997,14640
83669,2/1/1995,1/31/1996,13310
83669,2/2/1994,1/31/1995,12920
83669,2/1/1993,2/1/1994,12540
83669,2/1/1992,1/31/1993,11400
83669,2/2/1991,2/1/1992,11070
83669,2/3/1990,2/1/1991,10540
83669,2/2/1989,2/2/1990,10230
83669,2/2/1988,2/1/1989,9300
83669,2/3/1987,2/2/1988,9030
83669,2/4/1986,2/2/1987,8770
83669,2/3/1985,2/3/1986,8510
83669,2/3/1984,2/2/1985,8100
83669,2/4/1983,2/3/1984,7860
83669,2/5/1982,2/3/1983,7630
83669,2/4/1981,2/4/1982,7060
83669,2/4/1980,2/3/1981,6720
83669,2/5/1979,2/4/1980,6400
83677,4/10/2013, NULL ,120000
83677,4/9/2012,4/9/2013,116500
83677,4/9/2011,4/8/2012,110950
83677,4/10/2010,4/9/2011,107720
83677,4/11/2009,4/9/2010,104580
83677,4/10/2008,4/10/2009,99600
83677,4/10/2007,4/9/2008,90550
83677,4/11/2006,4/10/2007,87910
83677,4/12/2005,4/10/2006,85350
83677,4/11/2004,4/11/2005,79030
83677,4/11/2003,4/10/2004,75270
83677,4/12/2002,4/11/2003,73080
83677,4/13/2001,4/11/2002,70950
83677,4/12/2000,4/12/2001,67570
83677,4/12/1999,4/11/2000,64350
83677,4/13/1998,4/12/1999,59580
83677,4/14/1997,4/12/1998,57840
83677,4/13/1996,4/13/1997,53560
83677,4/13/1995,4/12/1996,51010
83683,8/24/2013, NULL ,91540
83683,8/23/2012,8/23/2013,87180
83683,8/23/2011,8/22/2012,83030
83683,8/24/2010,8/23/2011,79080
83683,8/25/2009,8/23/2010,76780
83683,8/24/2008,8/24/2009,71090
83683,8/24/2007,8/23/2008,69020
83683,8/25/2006,8/24/2007,65730
83683,8/26/2005,8/24/2006,62600
83683,8/25/2004,8/25/2005,57960
83683,8/25/2003,8/24/2004,56270
83683,8/26/2002,8/25/2003,54630
83691,10/14/2013, NULL ,44250
83691,10/13/2012,10/13/2013,42960
83691,10/13/2011,10/12/2012,40910
83691,10/14/2010,10/13/2011,39720
83691,10/15/2009,10/13/2010,36780
83691,10/14/2008,10/14/2009,35710
83691,10/14/2007,10/13/2008,32460
83691,10/15/2006,10/14/2007,31510
83691,10/16/2005,10/14/2006,30010
83691,10/15/2004,10/15/2005,29140
83691,10/15/2003,10/14/2004,27750
83691,10/16/2002,10/15/2003,26430
83691,10/17/2001,10/15/2002,25170
83691,10/16/2000,10/16/2001,23970
83691,10/16/1999,10/15/2000,22830
83691,10/17/1998,10/16/1999,22170
83691,10/18/1997,10/16/1998,21110
83691,10/17/1996,10/17/1997,19190
83691,10/17/1995,10/16/1996,18280
83691,10/18/1994,10/17/1995,17750
83691,10/19/1993,10/17/1994,16900
83691,10/18/1992,10/18/1993,16410
83691,10/18/1991,10/17/1992,15190
83695,8/18/2013, NULL ,79200
83695,8/17/2012,8/17/2013,76890
83695,8/17/2011,8/16/2012,74650
83695,8/18/2010,8/17/2011,71100
83695,8/19/2009,8/17/2010,69030
83695,8/18/2008,8/18/2009,67020
83695,8/18/2007,8/17/2008,65070
83695,8/19/2006,8/18/2007,63170
83695,8/20/2005,8/18/2006,61330
83695,8/19/2004,8/19/2005,55750
83695,8/19/2003,8/18/2004,51620
83695,8/20/2002,8/19/2003,49160
83695,8/21/2001,8/19/2002,45520
83695,8/20/2000,8/20/2001,43350
83695,8/20/1999,8/19/2000,39410
83695,8/21/1998,8/20/1999,38260
83695,8/22/1997,8/20/1998,34780
83695,8/21/1996,8/21/1997,33770
83695,8/21/1995,8/20/1996,32160
83695,8/22/1994,8/21/1995,31220
83695,8/23/1993,8/21/1994,30310
83695,8/22/1992,8/22/1993,29430
83696,8/6/2013, NULL ,64350
83703,10/9/2012,10/9/2013,33740
83703,10/9/2011,10/8/2012,32130
83703,10/10/2010,10/9/2011,29750
83703,10/11/2009,10/9/2010,27550
83703,10/10/2008,10/10/2009,26240
83703,10/10/2007,10/9/2008,24990
83703,10/11/2006,10/10/2007,23800
83703,10/12/2005,10/10/2006,22670
83703,10/11/2004,10/11/2005,21590
83703,10/11/2003,10/10/2004,20560
83703,10/12/2002,10/11/2003,19580
83703,10/13/2001,10/11/2002,18130
83703,10/12/2000,10/12/2001,17600
83703,10/12/1999,10/11/2000,16760
83703,10/13/1998,10/12/1999,15960
83703,10/14/1997,10/12/1998,15500
83703,10/13/1996,10/13/1997,14760
83703,10/13/1995,10/12/1996,14060
83703,10/14/1994,10/13/1995,13650
83703,10/15/1993,10/13/1994,13250
83703,10/14/1992,10/14/1993,12620
83703,10/14/1991,10/13/1992,11690
83703,10/15/1990,10/14/1991,10630
83703,10/16/1989,10/14/1990,10120
83703,10/15/1988,10/15/1989,9830
83703,10/15/1987,10/14/1988,9540
83703,10/16/1986,10/15/1987,8830
83703,10/10/2013, NULL ,34750
83705,8/29/2013, NULL ,147000
83705,8/28/2012,8/28/2013,140000
83705,8/28/2011,8/27/2012,135920
83705,8/29/2010,8/28/2011,131960
83705,8/30/2009,8/28/2010,125680
83705,8/29/2008,8/29/2009,119700
83705,8/29/2007,8/28/2008,114000
83705,8/30/2006,8/29/2007,110680
83705,8/31/2005,8/29/2006,105410
83705,8/30/2004,8/30/2005,102340
83705,8/30/2003,8/29/2004,99360
83705,8/31/2002,8/30/2003,94630
83705,9/1/2001,8/30/2002,90120
83705,8/31/2000,8/31/2001,87500
83705,8/31/1999,8/30/2000,81020
83705,9/1/1998,8/31/1999,78660
83705,9/2/1997,8/31/1998,74910
83705,9/1/1996,9/1/1997,72730
83705,9/1/1995,8/31/1996,70610
83707,7/13/2013, NULL ,38500
83707,7/12/2012,7/12/2013,37380
83707,7/12/2011,7/11/2012,36290
83707,7/13/2010,7/12/2011,35230
83707,7/14/2009,7/12/2010,32620
83707,7/13/2008,7/13/2009,31070
83707,7/13/2007,7/12/2008,28250
83707,7/14/2006,7/13/2007,26900
83707,7/15/2005,7/13/2006,26120
83707,7/14/2004,7/14/2005,24190
83707,7/14/2003,7/13/2004,23040
83707,7/15/2002,7/14/2003,22370
83707,7/16/2001,7/14/2002,21720
83707,7/15/2000,7/15/2001,20690
83707,7/15/1999,7/14/2000,19700
83707,7/16/1998,7/15/1999,19130
83707,7/17/1997,7/15/1998,18570
83707,7/16/1996,7/16/1997,17690
83707,7/16/1995,7/15/1996,16850
83707,7/17/1994,7/16/1995,15320
83707,7/18/1993,7/16/1994,14190
83707,7/17/1992,7/17/1993,13510
83707,7/17/1991,7/16/1992,13120
83707,7/18/1990,7/17/1991,11930
83707,7/19/1989,7/17/1990,11580
83707,7/18/1988,7/18/1989,11030
83707,7/18/1987,7/17/1988,10500
83707,7/19/1986,7/18/1987,10190
83707,7/20/1985,7/18/1986,9700
83707,7/19/1984,7/19/1985,8980
83707,7/19/1983,7/18/1984,8550
83707,7/20/1982,7/19/1983,8140
83707,7/21/1981,7/19/1982,7750
83707,7/20/1980,7/20/1981,7520
83707,7/20/1979,7/19/1980,7300
83707,7/21/1978,7/20/1979,6640
83713,4/10/2013, NULL ,52160
83713,4/9/2012,4/9/2013,50640
83713,4/9/2011,4/8/2012,49170
83713,4/10/2010,4/9/2011,46830
83713,4/11/2009,4/9/2010,45470
83713,4/10/2008,4/10/2009,44150
83713,4/10/2007,4/9/2008,42050
83713,4/11/2006,4/10/2007,40830
83716,2/6/2013, NULL ,85920
83716,2/6/2012,2/5/2013,81830
83716,2/7/2011,2/6/2012,79450
83716,2/8/2010,2/6/2011,77140
83716,2/7/2009,2/7/2010,71430
83716,2/7/2008,2/6/2009,69350
83716,2/8/2007,2/7/2008,63050
83716,2/9/2006,2/7/2007,61210
83716,2/8/2005,2/8/2006,59430
83716,2/8/2004,2/7/2005,57700
83716,2/9/2003,2/8/2004,56020
83716,2/10/2002,2/8/2003,53350
83716,2/9/2001,2/9/2002,50810
83716,2/9/2000,2/8/2001,49330
83716,2/10/1999,2/9/2000,47890
83716,2/11/1998,2/9/1999,45610
83716,2/10/1997,2/10/1998,44280
83716,2/10/1996,2/9/1997,42990
83716,2/11/1995,2/10/1996,39080
83716,2/12/1994,2/10/1995,37940
83716,2/11/1993,2/11/1994,36830
83716,2/11/1992,2/10/1993,35080
83719,9/14/2013, NULL ,34000
83719,9/13/2012,9/13/2013,33010
83719,9/13/2011,9/12/2012,32050
83719,9/14/2010,9/13/2011,31120
83719,9/15/2009,9/13/2010,29640
83719,9/14/2008,9/14/2009,28230
83719,9/14/2007,9/13/2008,26890
83719,9/15/2006,9/14/2007,26110
83719,9/16/2005,9/14/2006,25350
83719,9/15/2004,9/15/2005,23470
83719,9/15/2003,9/14/2004,22350
83719,9/16/2002,9/15/2003,21290
83719,9/17/2001,9/15/2002,20670
83719,9/16/2000,9/16/2001,19690
83719,9/16/1999,9/15/2000,18750
83719,9/17/1998,9/16/1999,17050
83719,9/18/1997,9/16/1998,16240
83719,9/17/1996,9/17/1997,15770
83719,9/17/1995,9/16/1996,15020
83721,6/9/2012,6/9/2013,30480
83721,6/9/2011,6/8/2012,29030
83721,6/10/2010,6/9/2011,27650
83721,6/11/2009,6/9/2010,26330
83721,6/10/2008,6/10/2009,25560
83721,6/10/2007,6/9/2008,24340
83721,6/11/2006,6/10/2007,23630
83721,6/12/2005,6/10/2006,22940
83721,6/11/2004,6/11/2005,21850
83721,6/11/2003,6/10/2004,20810
83721,6/12/2002,6/11/2003,19820
83721,6/10/2013, NULL ,32000
83723,12/28/2013, NULL ,41000
83723,12/27/2012,12/27/2013,39050
83723,12/27/2011,12/26/2012,37910
83723,12/28/2010,12/27/2011,36810
83723,12/29/2009,12/27/2010,35060
83723,12/28/2008,12/28/2009,34040
83723,12/28/2007,12/27/2008,33050
83723,12/29/2006,12/28/2007,31480
83723,12/30/2005,12/28/2006,29980
83723,12/29/2004,12/29/2005,29110
83723,12/29/2003,12/28/2004,28260
83723,12/30/2002,12/29/2003,25690
83723,12/31/2001,12/29/2002,24940
83723,12/30/2000,12/30/2001,24210
83723,12/30/1999,12/29/2000,23500
83723,12/31/1998,12/30/1999,22380
83723,1/1/1998,12/30/1998,21730
83723,12/31/1996,12/31/1997,21100
83723,12/31/1995,12/30/1996,20490
83723,1/1/1995,12/31/1995,19890
83723,1/2/1994,12/31/1994,19310
83723,1/1/1993,1/1/1994,18750
83723,1/1/1992,12/31/1992,17360
83724,10/7/2013, NULL ,43250
83724,10/6/2012,10/6/2013,41990
83724,10/6/2011,10/5/2012,40770
83724,10/7/2010,10/6/2011,38830
83724,10/8/2009,10/6/2010,37700
83724,10/7/2008,10/7/2009,36600
83724,10/7/2007,10/6/2008,34860
83724,10/8/2006,10/7/2007,33840
83724,10/9/2005,10/7/2006,32850
83724,10/8/2004,10/8/2005,31890
83724,10/8/2003,10/7/2004,30960
83724,10/9/2002,10/8/2003,30060
83724,10/10/2001,10/8/2002,28630
83728,12/21/2013, NULL ,40750
83728,12/20/2012,12/20/2013,37050
83728,12/20/2011,12/19/2012,35970
83728,12/21/2010,12/20/2011,34920
83728,12/22/2009,12/20/2010,33260
83728,12/21/2008,12/21/2009,31680
83728,12/21/2007,12/20/2008,30760
83728,12/22/2006,12/21/2007,29860
83728,12/23/2005,12/21/2006,28990
83728,12/22/2004,12/22/2005,28150
83728,12/22/2003,12/21/2004,27330
83728,12/23/2002,12/22/2003,26530
83728,12/24/2001,12/22/2002,24560
83728,12/23/2000,12/23/2001,23840
83728,12/23/1999,12/22/2000,22700
83728,12/24/1998,12/23/1999,22040
83728,12/25/1997,12/23/1998,20990
83728,12/24/1996,12/24/1997,20380
83728,12/24/1995,12/23/1996,19790
83728,12/25/1994,12/24/1995,18320
83728,12/26/1993,12/24/1994,17450
83728,12/25/1992,12/25/1993,16940
83728,12/25/1991,12/24/1992,16450
83728,12/26/1990,12/25/1991,15670
83728,12/27/1989,12/25/1990,14920
83728,12/26/1988,12/26/1989,13560
83728,12/26/1987,12/25/1988,13170
83728,12/27/1986,12/26/1987,12540
83729,10/25/2013, NULL ,48500
83729,10/24/2012,10/24/2013,46190
83729,10/24/2011,10/23/2012,44840
83729,10/25/2010,10/24/2011,43530
83729,10/26/2009,10/24/2010,42260
83729,10/25/2008,10/25/2009,40250
83729,10/25/2007,10/24/2008,39080
83729,10/26/2006,10/25/2007,37940
83729,10/27/2005,10/25/2006,36830
83729,10/26/2004,10/26/2005,35760
83729,10/26/2003,10/25/2004,34720
83729,10/27/2002,10/26/2003,31560
83729,10/28/2001,10/26/2002,30640
83729,10/27/2000,10/27/2001,29180
83729,10/27/1999,10/26/2000,27790
83729,10/28/1998,10/27/1999,25730
83729,10/29/1997,10/27/1998,24980
83729,10/28/1996,10/28/1997,24250
83729,10/28/1995,10/27/1996,23540
83729,10/29/1994,10/28/1995,22420
83729,10/30/1993,10/28/1994,20380
83729,10/29/1992,10/29/1993,18870
83729,10/29/1991,10/28/1992,17970
83729,10/30/1990,10/29/1991,17450
83729,10/31/1989,10/29/1990,16940
83729,10/30/1988,10/30/1989,16450
83731,7/15/2013, NULL ,51040
83731,7/14/2012,7/14/2013,49550
83731,7/14/2011,7/13/2012,48110
83731,7/15/2010,7/14/2011,43740
83732,8/8/2013, NULL ,44720
83732,8/7/2012,8/7/2013,43420
83732,8/7/2011,8/6/2012,40200
83732,8/8/2010,8/7/2011,37220
83732,8/9/2009,8/7/2010,34460
83732,8/8/2008,8/8/2009,33460
83732,8/8/2007,8/7/2008,32490
83732,8/9/2006,8/8/2007,31540
83732,8/10/2005,8/8/2006,30620
83732,8/9/2004,8/9/2005,29160
83732,8/9/2003,8/8/2004,28310
83732,8/10/2002,8/9/2003,26960
83732,8/11/2001,8/9/2002,26170
83732,8/10/2000,8/10/2001,24920
83732,8/10/1999,8/9/2000,24190
83732,8/11/1998,8/10/1999,23040
83733,7/3/2013, NULL ,59400
83733,7/2/2012,7/2/2013,54000
83733,7/2/2011,7/1/2012,51430
83733,7/3/2010,7/2/2011,46750
83733,7/4/2009,7/2/2010,44520
83733,7/3/2008,7/3/2009,42400
83733,7/3/2007,7/2/2008,40380
83733,7/4/2006,7/3/2007,39200
83733,7/5/2005,7/3/2006,38060
83733,7/4/2004,7/4/2005,36950
83733,7/4/2003,7/3/2004,35870
83733,7/5/2002,7/4/2003,33210
83733,7/6/2001,7/4/2002,32240
83733,7/5/2000,7/5/2001,29850
83733,7/5/1999,7/4/2000,28430
83733,7/6/1998,7/5/1999,27080
83733,7/7/1997,7/5/1998,26290
83734,5/17/2013, NULL ,112000
83734,5/16/2012,5/16/2013,108740
83734,5/16/2011,5/15/2012,100690
83734,5/17/2010,5/16/2011,97760
83734,5/18/2009,5/16/2010,93100
83734,5/17/2008,5/17/2009,90390
83734,5/17/2007,5/16/2008,83690
83734,5/18/2006,5/17/2007,81250
83734,5/19/2005,5/17/2006,75230
83734,5/18/2004,5/18/2005,73040
83734,5/18/2003,5/17/2004,69560
83734,5/19/2002,5/18/2003,67530
83734,5/20/2001,5/18/2002,62530
83734,5/19/2000,5/19/2001,60710
83734,5/19/1999,5/18/2000,58940
83734,5/20/1998,5/19/1999,56130
83734,5/21/1997,5/19/1998,53460
83734,5/20/1996,5/20/1997,50910
83735,10/13/2012,10/13/2013,31800
83735,10/13/2011,10/12/2012,30290
83735,10/14/2010,10/13/2011,29410
83735,10/15/2009,10/13/2010,28010
83735,10/14/2008,10/14/2009,26680
83735,10/14/2007,10/13/2008,25410
83735,10/15/2006,10/14/2007,24200
83735,10/16/2005,10/14/2006,23500
83735,10/15/2004,10/15/2005,21760
83735,10/15/2003,10/14/2004,21130
83735,10/16/2002,10/15/2003,20120
83735,10/17/2001,10/15/2002,19160
83735,10/16/2000,10/16/2001,18250
83735,10/16/1999,10/15/2000,17380
83735,10/14/2013, NULL ,32750
83737,10/4/2013, NULL ,37750
83737,10/3/2012,10/3/2013,35950
83737,10/3/2011,10/2/2012,34900
83737,10/4/2010,10/3/2011,33880
83737,10/5/2009,10/3/2010,32890
83737,10/4/2008,10/4/2009,31930
83737,10/4/2007,10/3/2008,31000
83738,4/16/2013, NULL ,58200
83738,4/15/2012,4/15/2013,55430
83738,4/15/2011,4/14/2012,51320
83738,4/16/2010,4/15/2011,49830
83738,4/17/2009,4/15/2010,47460
83738,4/16/2008,4/16/2009,45200
83738,4/16/2007,4/15/2008,43880
83738,4/17/2006,4/16/2007,41790
83738,4/18/2005,4/16/2006,40570
83738,4/17/2004,4/17/2005,39390
83738,4/17/2003,4/16/2004,38240
83738,4/18/2002,4/17/2003,36420
83738,4/19/2001,4/17/2002,35360
83739,12/10/2013, NULL ,35100
83739,12/9/2012,12/9/2013,33430
83739,12/9/2011,12/8/2012,32460
83739,12/10/2010,12/9/2011,30910
83739,12/11/2009,12/9/2010,28620
83739,12/10/2008,12/10/2009,27790
83739,12/10/2007,12/9/2008,26980
83739,12/11/2006,12/10/2007,25700
83739,12/12/2005,12/10/2006,24950
83739,12/11/2004,12/11/2005,24220
83739,12/11/2003,12/10/2004,23510
83739,12/12/2002,12/11/2003,22390
83739,12/13/2001,12/11/2002,20350
83739,12/12/2000,12/12/2001,18840
83739,12/12/1999,12/11/2000,17940
83739,12/13/1998,12/12/1999,17420
83739,12/14/1997,12/12/1998,16910
83739,12/13/1996,12/13/1997,16420
83739,12/13/1995,12/12/1996,15640
83739,12/14/1994,12/13/1995,14900
83739,12/15/1993,12/13/1994,13550
83739,12/14/1992,12/14/1993,12900
83739,12/14/1991,12/13/1992,12290
83739,12/15/1990,12/14/1991,11930
83739,12/16/1989,12/14/1990,11580
83739,12/15/1988,12/15/1989,11240
83739,12/15/1987,12/14/1988,10910
83739,12/16/1986,12/15/1987,10390
83741,11/19/2013, NULL ,84640
83741,11/18/2012,11/18/2013,82170
83741,11/18/2011,11/17/2012,76080
83741,11/19/2010,11/18/2011,73860
83741,11/20/2009,11/18/2010,70340
83741,11/19/2008,11/19/2009,66990
83741,11/19/2007,11/18/2008,62030
83741,11/20/2006,11/19/2007,57440
83741,11/21/2005,11/19/2006,53190
83741,11/20/2004,11/20/2005,51640
83741,11/20/2003,11/19/2004,49180
83741,11/21/2002,11/20/2003,46840
83741,11/22/2001,11/20/2002,45480
83741,11/21/2000,11/21/2001,43310
83741,11/21/1999,11/20/2000,39370
83741,11/22/1998,11/21/1999,38220
83741,11/23/1997,11/21/1998,36400
83741,11/22/1996,11/22/1997,35340
83741,11/22/1995,11/21/1996,33660
83741,11/23/1994,11/22/1995,32060
83741,11/24/1993,11/22/1994,31130
83741,11/23/1992,11/23/1993,29650
83745,8/2/2013, NULL ,76360
83745,8/1/2012,8/1/2013,74140
83745,8/1/2011,7/31/2012,71980
83745,8/2/2010,8/1/2011,68550
83745,8/3/2009,8/1/2010,63470
83745,8/2/2008,8/2/2009,57700
83745,8/2/2007,8/1/2008,56020
83746,6/21/2013, NULL ,95550
83746,6/20/2012,6/20/2013,91000
83746,6/20/2011,6/19/2012,88350
83746,6/21/2010,6/20/2011,85780
83746,6/22/2009,6/20/2010,81700
83746,6/21/2008,6/21/2009,77810
83746,6/21/2007,6/20/2008,75540
83746,6/22/2006,6/21/2007,73340
83746,6/23/2005,6/21/2006,71200
83746,6/22/2004,6/22/2005,67810
83746,6/22/2003,6/21/2004,65830
83746,6/23/2002,6/22/2003,63910
83746,6/24/2001,6/22/2002,62050
83746,6/23/2000,6/23/2001,60240
83746,6/23/1999,6/22/2000,55780
83746,6/24/1998,6/23/1999,53120
83746,6/25/1997,6/23/1998,49190
83746,6/24/1996,6/24/1997,45550
83746,6/24/1995,6/23/1996,43380
83746,6/25/1994,6/24/1995,40170
